ACCOUNT_ID,CUSTOMER_ID,ACCOUNT_TYPE,ACCOUNT_BALANCE,JOINT_ACCOUNT_HOLDER,BANKCARD,ONLINE_ACCESS,CARDNB,RTN
202310,2310,CHK,15386.85,YES,YES,NO ,30111111161229,323070380
102311,2311,CHK,1716,NO ,YES,YES,,11900571
102312,2312,LN ,1896,NO ,YES,NO ,4146664390045450,111000025
102313,2313,CHK,9220,YES,YES,NO ,,211672531
102314,2314,CHK,9208,YES,YES,YES,4146664390045450,125000574
102315,2315,CHK,2074.05,NO ,YES,YES,3528309518562060,64000020
202315,2315,SAV,1696.95,NO ,YES,YES,6520224090045450,11900571
102316,2316,LN ,6377,NO ,YES,YES,3530 1113 3330 0000,21300077
102317,2317,CHK,4914,YES,YES,NO ,30210111161229,323070380
102318,2318,CHK,14903,NO ,YES,YES,5462522444922680,26009593
102319,2319,SAV,5750,YES,NO ,NO ,5423111111111110,123103716
102320,2320,SAV,140.25,NO ,YES,NO ,180030951856201,71000505
202320,2320,CHK,114.75,NO ,YES,NO ,4024-0071-2159-5481,11900571
102321,2321,CHK,36060,YES,YES,NO ,5462522444922680,63000047
102322,2322,CHK,13866,YES,NO ,NO ,6520224090045450,121000358
102323,2323,CHK,332,YES,NO ,NO ,,73000176
102324,2324,LN ,2148,YES,YES,YES,36111111111111,71000505
102325,2325,CHK,1180.85,NO ,YES,YES,30210111161229,122101706
202325,2325,SAV,966.15,NO ,YES,YES,4146664390045450,53000196
102326,2326,CHK,6473,YES,NO ,NO ,3400 000000 00009,11000138
102327,2327,CHK,28088,YES,NO ,NO ,30011111111119,123103716
102328,2328,LN ,26581,NO ,YES,YES,5580977968891500,123002011
102329,2329,SAV,2855,YES,NO ,NO ,4146664390045450,63000047
102330,2330,SAV,9545.8,YES,NO ,NO ,30011111111119,52001633
202330,2330,CHK,7810.2,YES,NO ,NO ,3400-000000-00009,11900571
102331,2331,SAV,22971,YES,YES,YES,30111111161229,323070380
102332,2332,LN ,28716,YES,NO ,NO ,378282246310005,71103619
102333,2333,CHK,2492,NO ,YES,YES,30411111111111,71214579
102334,2334,CHK,7964,YES,YES,YES,4146664390045450,124101555
102335,2335,CHK,1535.6,NO ,NO ,YES,4024 0071 2159 5481,71103619
202335,2335,SAV,1256.4,NO ,NO ,YES,,51000017
102336,2336,SAV,3159,YES,YES,YES,3528-3095-1856-2063,122400724
102337,2337,SAV,30302,YES,NO ,NO ,36111111111111,307070267
102338,2338,SAV,1939,NO ,NO ,NO ,378282246310005,122101706
102339,2339,CHK,2087,YES,NO ,NO ,213130951856200,61000052
102340,2340,LN ,11975,YES,YES,NO ,180030951856201,51000017
100207,207,CHK,0,NO ,YES,NO ,30510011111111,111000025
100208,208,LN ,0,NO ,YES,NO ,38111111111119,11200365
100209,209,CHK,0,NO ,YES,NO ,38111111111119,31202084
100210,210,SAV,0,NO ,YES,NO ,180030951856201,125200879
200210,210,CHK,0,NO ,YES,NO ,,11000138
100211,211,SAV,0,NO ,YES,NO ,213130951856200,103000017
100212,212,SAV,0,NO ,YES,NO ,30011111111119,51000017
100213,213,SAV,0,NO ,YES,NO ,4146664390045450,63100277
100214,214,CHK,0,NO ,YES,NO ,4146-6643-9004-5458,122400724
100215,215,CHK,0,NO ,YES,NO ,4024 0071 2159 5481,71103619
200215,215,SAV,0,NO ,YES,NO ,6011567891012130,21000322
100216,216,LN ,0,NO ,YES,NO ,,21000322
100217,217,CHK,0,NO ,YES,NO ,4024007121595480,211672531
100218,218,CHK,0,NO ,YES,NO ,5462522444922680,11500010
100219,219,CHK,0,NO ,YES,NO ,6220264390045750,307070267
100220,220,LN ,0,NO ,YES,NO ,3400 000000 00009,82000073
100221,221,CHK,0,NO ,YES,NO ,,123103716
100222,222,CHK,0,NO ,YES,NO ,6520224090045450,51000017
100223,223,CHK,0,NO ,YES,NO ,30510011111111,111000025
100224,224,LN ,0,NO ,YES,NO ,4024 0071 2159 5481,123103716
100225,225,CHK,0,NO ,YES,NO ,,31202084
200225,225,SAV,0,NO ,YES,NO ,,54001204
100226,226,SAV,0,NO ,YES,NO ,340000000000009,21200339
100227,227,SAV,0,NO ,YES,NO ,4024 0071 2159 5481,122400724
100228,228,SAV,0,NO ,YES,NO ,213130951856200,71103619
100229,229,SAV,0,NO ,YES,NO ,180030951856201,307070267
100230,230,CHK,0,NO ,YES,NO ,4146 6643 9004 5458,64000020
200230,230,SAV,0,NO ,YES,NO ,3528309518562060,41001039
100231,231,CHK,0,NO ,YES,NO ,3528-3095-1856-2063,71000505
100232,232,LN ,0,NO ,YES,NO ,5423111111111110,63100277
100233,233,CHK,0,NO ,YES,NO ,38111111111119,51000017
100234,234,SAV,0,NO ,YES,NO ,4024007121595480,11400495
100235,235,SAV,0,NO ,YES,NO ,5462522444922680,11400495
200235,235,CHK,0,NO ,YES,NO ,5462522444922680,31202084
100236,236,SAV,0,NO ,YES,NO ,5462522444922680,103000017
100237,237,SAV,0,NO ,YES,NO ,4146664390045450,107000327
100238,238,SAV,0,NO ,YES,NO ,5169 7990 9185 4334,51000017
100239,239,SAV,0,NO ,YES,NO ,30210111161229,71214579
100240,240,SAV,0,NO ,YES,NO ,6220264390045750,71000505
200240,240,CHK,0,NO ,YES,NO ,4146-6643-9004-5458,113000023
100241,241,SAV,0,NO ,YES,NO ,30011111111119,71214579
100242,242,SAV,0,NO ,YES,NO ,3530 1113 3330 0000,53904483
100243,243,SAV,0,NO ,YES,NO ,30111111161229,71000505
100244,244,SAV,0,NO ,YES,NO ,5383908528354960,61000052
100245,245,CHK,0,NO ,YES,NO ,,211672531
200245,245,SAV,0,NO ,YES,NO ,38111111111119,82000073
100246,246,CHK,0,NO ,YES,NO ,213130951856200,125200879
100247,247,CHK,0,NO ,YES,NO ,4024 0071 2159 5481,124101555
100248,248,LN ,0,NO ,YES,NO ,6520224090045450,26009593
100249,249,CHK,0,NO ,YES,NO ,4146664390045450,121000358
100250,250,CHK,0,NO ,YES,NO ,5580977968891500,11200365
200250,250,SAV,0,NO ,YES,NO ,36111111111111,51000017
100251,251,CHK,0,NO ,YES,YES,5169-7990-9185-4334,113000023
100252,252,LN ,0,NO ,YES,YES,4146664390045450,51000017
100168,168,SAV,0,NO ,NO ,NO ,4024007121595480,123103716
100169,169,SAV,0,NO ,NO ,NO ,30510011111111,11000138
100170,170,CHK,0,YES,NO ,NO ,3400 000000 00009,123103716
200170,170,SAV,0,YES,NO ,NO ,5580977968891500,53000196
100171,171,CHK,0,YES,NO ,NO ,30210111161229,124101555
100172,172,LN ,0,YES,NO ,NO ,4146 6643 9004 5458,211672531
100173,173,SAV,0,YES,NO ,NO ,5520111111111120,111000025
100174,174,SAV,0,YES,NO ,NO ,,107000327
100175,175,SAV,0,YES,NO ,NO ,4024 0071 2159 5481,111000025
200175,175,CHK,0,YES,NO ,NO ,3400-000000-00009,71000505
100176,176,SAV,0,YES,NO ,NO ,30210111161229,307070267
100177,177,CHK,0,YES,NO ,NO ,38111111111119,26009593
100178,178,CHK,0,YES,NO ,NO ,5169799091854330,51000017
100179,179,CHK,0,YES,NO ,NO ,3400 000000 00009,11000138
100180,180,LN ,0,YES,NO ,NO ,,54001204
100181,181,CHK,0,YES,NO ,NO ,5520111111111120,123002011
100182,182,SAV,0,YES,NO ,NO ,3400 000000 00009,53000196
100183,183,SAV,0,YES,NO ,NO ,4146 6643 9004 5458,123103716
100184,184,SAV,0,YES,NO ,NO ,5169799091854330,21200339
100185,185,SAV,0,YES,NO ,NO ,4024007121595480,82000073
200185,185,CHK,0,YES,NO ,NO ,30310111161029,123002011
100186,186,CHK,0,YES,NO ,NO ,6220264390045750,51000017
100187,187,CHK,0,YES,NO ,NO ,4024007121595480,63100277
100188,188,LN ,0,YES,NO ,NO ,213130951856200,11500010
100189,189,CHK,0,YES,NO ,NO ,6011567891012130,63000047
100275,275,CHK,14.85,NO ,NO ,NO ,30210111161229,11500010
200275,275,SAV,12.15,NO ,NO ,NO ,5285696282092970,101100045
100276,276,LN ,27,YES,NO ,NO ,30210111161229,101100045
100277,277,CHK,29,NO ,NO ,NO ,5285696282092970,51000017
100278,278,CHK,30,NO ,NO ,NO ,30011111111119,121000358
100279,279,SAV,35,NO ,YES,NO ,30111111161229,64000020
100280,280,SAV,19.8,NO ,NO ,NO ,5169-7990-9185-4334,73000176
200280,280,CHK,16.2,NO ,NO ,NO ,38111111111119,21000322
100281,281,SAV,36,YES,NO ,NO ,5169-7990-9185-4334,101000035
100282,282,SAV,37,NO ,NO ,NO ,5423111111111110,101100045
100283,283,SAV,45,NO ,NO ,NO ,3528309518562060,11200365
100284,284,SAV,45,NO ,NO ,NO ,30411111111111,61000052
100285,285,SAV,25.3,NO ,YES,NO ,4146 6643 9004 5458,53000196
200285,285,CHK,20.7,NO ,YES,NO ,,73000176
100286,286,SAV,47,NO ,NO ,NO ,3528-3095-1856-2063,71103619
100287,287,SAV,47,NO ,NO ,NO ,4146-6643-9004-5458,61000052
100288,288,SAV,47,YES,NO ,NO ,5169 7990 9185 4334,64000020
100289,289,SAV,48,NO ,NO ,NO ,5462522444922680,121000358
100290,290,CHK,27.5,NO ,YES,NO ,,81904808
200290,290,SAV,22.5,NO ,YES,NO ,4024007121595480,125000024
100291,291,CHK,51,YES,NO ,NO ,4146664390045450,107000327
100292,292,LN ,53,NO ,NO ,NO ,30111111161229,71000505
100293,293,SAV,65,NO ,NO ,NO ,30111111161229,111000025
100294,294,SAV,66,NO ,NO ,NO ,6011567891012130,71214579
100295,295,SAV,36.3,YES,NO ,NO ,30411111111111,54001204
200295,295,CHK,29.7,YES,NO ,NO ,30210111161229,73000176
100296,296,SAV,77,NO ,NO ,NO ,5285696282092970,111000025
100297,297,SAV,78,NO ,NO ,NO ,5285696282092970,11200608
100298,298,SAV,80,NO ,NO ,NO ,30011111111119,21300077
100299,299,SAV,84,YES,NO ,NO ,3400-000000-00009,51000017
100300,300,SAV,52.8,NO ,NO ,NO ,4146-6643-9004-5458,101000035
200300,300,CHK,43.2,NO ,NO ,NO ,30111111161229,11500010
100301,301,SAV,97,YES,NO ,NO ,3528309518562060,307070267
100302,302,SAV,98,NO ,NO ,NO ,4146-6643-9004-5458,31202084
100303,303,SAV,98,NO ,NO ,NO ,5285696282092970,113000023
100304,304,SAV,99,NO ,NO ,NO ,4024 0071 2159 5481,103000017
100305,305,SAV,54.45,NO ,NO ,NO ,5285696282092970,82000073
200305,305,CHK,44.55,NO ,NO ,NO ,5169-7990-9185-4334,122101706
100306,306,SAV,104,NO ,NO ,NO ,3400-000000-00009,63100277
100307,307,CHK,105,NO ,NO ,NO ,5462522444922680,123002011
100308,308,LN ,106,YES,NO ,NO ,3528-3095-1856-2063,21200339
100309,309,CHK,114,NO ,NO ,NO ,3400 000000 00009,51000017
100310,310,CHK,63.8,NO ,NO ,NO ,30310111161029,31202084
200310,310,SAV,52.2,NO ,NO ,NO ,3528-3095-1856-2063,124101555
100311,311,CHK,116,NO ,NO ,NO ,5285696282092970,111000025
100312,312,LN ,234,YES,NO ,NO ,30310111161029,125000574
100313,313,CHK,236,NO ,NO ,NO ,36111111111111,53904483
100314,314,CHK,238,NO ,NO ,NO ,36111111111111,122101706
100315,315,CHK,133.1,NO ,NO ,NO ,4146664390045450,124000737
200315,315,SAV,108.9,NO ,NO ,NO ,5580977968891500,211672531
100316,316,LN ,243,YES,NO ,NO ,5580977968891500,21000322
100317,317,CHK,254,YES,NO ,NO ,4146 6643 9004 5458,54001204
100318,318,CHK,256,YES,NO ,NO ,30011111111119,122400724
100319,319,CHK,300,NO ,NO ,NO ,5462522444922680,63100277
100320,320,LN ,302,YES,NO ,NO ,4024007121595480,71214579
100321,321,CHK,310,NO ,NO ,NO ,30111111161229,51000017
100322,322,CHK,312,NO ,NO ,NO ,213130951856200,63000047
100323,323,SAV,318,NO ,NO ,NO ,38111111111119,63100277
100324,324,SAV,323,NO ,NO ,NO ,30310111161029,101100045
100325,325,SAV,183.15,NO ,NO ,NO ,5169799091854330,73000176
200325,325,CHK,149.85,NO ,NO ,NO ,5520111111111120,122101706
100326,326,SAV,645,YES,NO ,NO ,4024 0071 2159 5481,101100045
100327,327,SAV,648,YES,NO ,NO ,4024007121595480,51000017
100328,328,SAV,656,NO ,NO ,NO ,30011111111119,53904483
100329,329,SAV,664,NO ,NO ,NO ,6520224090045450,81904808
100330,330,CHK,386.1,NO ,NO ,NO ,340000000000009,11200608
200330,330,SAV,315.9,NO ,NO ,NO ,6011567891012130,31202084
100331,331,CHK,709,YES,NO ,NO ,6220264390045750,101000035
100332,332,LN ,711,NO ,NO ,NO ,6220264390045750,121000358
100333,333,CHK,716,YES,NO ,NO ,3528309518562060,31202084
100334,334,CHK,729,YES,NO ,NO ,4146664390045450,107000327
100335,335,CHK,404.25,NO ,NO ,NO ,30310111161029,21200339
200335,335,SAV,330.75,NO ,NO ,NO ,4024007121595480,71103619
100336,336,LN ,739,NO ,YES,NO ,4146 6643 9004 5458,101000035
100337,337,CHK,754,YES,NO ,NO ,5462522444922680,123103716
100253,253,CHK,0,NO ,YES,YES,,31202084
100254,254,CHK,0,NO ,YES,YES,340000000000009,101000035
100255,255,CHK,0,NO ,YES,YES,30011111111119,21000322
200255,255,SAV,0,NO ,YES,YES,3400-000000-00009,52001633
100256,256,LN ,0,NO ,YES,YES,5169-7990-9185-4334,125000574
100257,257,CHK,0,NO ,YES,YES,3530 1113 3330 0000,81000032
100258,258,CHK,0,NO ,YES,YES,378282246310005,11000138
100259,259,CHK,3,YES,NO ,NO ,3530 1113 3330 0000,11200608
100260,260,LN ,3,YES,NO ,NO ,5520111111111120,63100277
100261,261,CHK,4,NO ,NO ,NO ,3400 000000 00009,51000017
100262,262,CHK,4,NO ,NO ,NO ,5285696282092970,121000358
100263,263,SAV,8,NO ,NO ,NO ,30011111111119,51000017
100264,264,SAV,8,NO ,NO ,NO ,,323070380
100265,265,SAV,5.5,NO ,NO ,NO ,5423111111111110,122400724
200265,265,CHK,4.5,NO ,NO ,NO ,30510011111111,53904483
100266,266,SAV,10,NO ,NO ,NO ,180030951856201,61000052
100267,267,SAV,10,NO ,NO ,NO ,30210111161229,323070380
100268,268,SAV,17,NO ,NO ,NO ,6220264390045750,307070267
100269,269,SAV,17,NO ,NO ,NO ,30011111111119,26009593
100270,270,SAV,10.45,NO ,NO ,NO ,5423111111111110,71000505
200270,270,CHK,8.55,NO ,NO ,NO ,4146 6643 9004 5458,11200608
100271,271,SAV,19,NO ,NO ,NO ,38111111111119,21000322
100272,272,SAV,25,NO ,NO ,NO ,6520224090045450,125000574
100273,273,SAV,25,YES,NO ,NO ,5520111111111120,21200339
100274,274,SAV,25,YES,NO ,NO ,4146-6643-9004-5458,125000024
100360,360,SAV,5592.4,YES,NO ,YES,30411111111111,103000017
200360,360,CHK,4575.6,YES,NO ,YES,340000000000009,53000196
100361,361,SAV,77667,YES,NO ,NO ,,51000017
100362,362,SAV,138660,YES,NO ,NO ,5169 7990 9185 4334,71214579
100363,363,SAV,-4609,NO ,NO ,NO ,6520224090045450,52001633
100364,364,SAV,-187,NO ,NO ,NO ,4146664390045450,107000327
100365,365,SAV,7.7,NO ,NO ,NO ,5580977968891500,125000024
200365,365,CHK,6.3,NO ,NO ,NO ,3530 1113 3330 0000,82000073
100366,366,SAV,14,NO ,NO ,NO ,6520224090045450,71000505
100367,367,SAV,16,NO ,NO ,NO ,,53000196
100368,368,SAV,17,NO ,NO ,NO ,6520224090045450,123103716
100369,369,SAV,25,NO ,NO ,NO ,6220264390045750,211672531
100370,370,SAV,13.75,NO ,NO ,NO ,5169 7990 9185 4334,41001039
200370,370,CHK,11.25,NO ,NO ,NO ,5169-7990-9185-4334,113000023
100371,371,SAV,35,NO ,NO ,NO ,340000000000009,123002011
100372,372,SAV,35,NO ,NO ,NO ,30111111161229,64000020
100373,373,SAV,82,NO ,NO ,NO ,4146 6643 9004 5458,73000176
100374,374,SAV,89,NO ,NO ,NO ,180030951856201,103000017
100375,375,SAV,50.05,YES,NO ,NO ,30111111161229,82000073
200375,375,CHK,40.95,YES,NO ,NO ,4024 0071 2159 5481,11500010
100376,376,SAV,92,NO ,NO ,NO ,5169-7990-9185-4334,31202084
100377,377,SAV,328,YES,NO ,NO ,,11200608
100378,378,SAV,361,NO ,YES,NO ,6011567891012130,11900571
100379,379,SAV,366,YES,NO ,NO ,4146-6643-9004-5458,103000017
100380,380,SAV,354.75,YES,NO ,NO ,4024 0071 2159 5481,71214579
200380,380,CHK,290.25,YES,NO ,NO ,5169 7990 9185 4334,123103716
100381,381,SAV,701,NO ,NO ,NO ,5462522444922680,81904808
100382,382,SAV,972,YES,NO ,NO ,5423111111111110,21200339
100383,383,CHK,2407,NO ,NO ,NO ,5462522444922680,122400724
100384,384,LN ,3311,NO ,YES,NO ,3400 000000 00009,122101706
100385,385,CHK,2239.05,YES,NO ,NO ,5383908528354960,53000196
200385,385,SAV,1831.95,YES,NO ,NO ,3528-3095-1856-2063,123103716
100386,386,CHK,-6867,NO ,NO ,NO ,4146 6643 9004 5458,81904808
100387,387,CHK,490,NO ,NO ,NO ,340000000000009,11200365
100388,388,LN ,0,NO ,YES,YES,5423111111111110,211672531
100389,389,CHK,524,NO ,NO ,NO ,30510011111111,51000017
100390,390,CHK,58.85,NO ,NO ,NO ,38111111111119,41001039
200390,390,SAV,48.15,NO ,NO ,NO ,30510011111111,122400724
100391,391,SAV,3077,NO ,YES,NO ,4146-6643-9004-5458,123103716
100392,392,SAV,5046,NO ,NO ,NO ,5169-7990-9185-4334,121000358
100393,393,SAV,1577,NO ,NO ,NO ,5580977968891500,21200339
100394,394,SAV,0,NO ,NO ,NO ,4024 0071 2159 5481,121000358
100395,395,SAV,0,NO ,YES,NO ,3528309518562060,52001633
200395,395,CHK,0,NO ,YES,NO ,4024007121595480,53904483
100396,396,SAV,2,NO ,NO ,NO ,38111111111119,211672531
100397,397,SAV,9,YES,NO ,NO ,3400-000000-00009,11900571
100398,398,SAV,12,NO ,NO ,NO ,4146-6643-9004-5458,11200608
100399,399,SAV,26,NO ,NO ,NO ,30510011111111,71000505
100400,400,SAV,23.1,NO ,YES,NO ,5169799091854330,41001039
200400,400,CHK,18.9,NO ,YES,NO ,3530 1113 3330 0000,51000017
100401,401,SAV,116,YES,NO ,NO ,340000000000009,111000025
100402,402,SAV,157,YES,NO ,NO ,,61000052
100403,403,SAV,200,NO ,NO ,NO ,30111111161229,11500010
100404,404,SAV,202,YES,NO ,NO ,5462522444922680,124000737
100405,405,CHK,184.25,YES,NO ,NO ,6220264390045750,11400495
200405,405,SAV,150.75,YES,NO ,NO ,4146-6643-9004-5458,125000574
100406,406,CHK,350,NO ,NO ,NO ,3528-3095-1856-2063,51000017
100407,407,CHK,358,NO ,YES,NO ,,51000017
100408,408,SAV,372,NO ,NO ,NO ,30411111111111,11200365
100409,409,SAV,400,YES,NO ,NO ,4146 6643 9004 5458,41001039
100410,410,SAV,235.95,NO ,NO ,NO ,30011111111119,63000047
200410,410,CHK,193.05,NO ,NO ,NO ,38111111111119,124000737
100411,411,SAV,-11,NO ,NO ,NO ,36111111111111,122400724
100412,412,SAV,-10,YES,YES,NO ,30411111111111,54001204
100413,413,SAV,-8,NO ,NO ,NO ,30111111161229,21000322
100414,414,SAV,-4,YES,NO ,NO ,,51000017
100415,415,SAV,0,NO ,NO ,NO ,4146664390045450,11400495
200415,415,CHK,0,NO ,NO ,NO ,30210111161229,54001204
100416,416,SAV,0,NO ,NO ,NO ,213130951856200,123103716
100417,417,SAV,0,NO ,NO ,NO ,3528309518562060,125000574
100418,418,SAV,0,NO ,NO ,NO ,,81904808
100419,419,SAV,16,NO ,NO ,NO ,30310111161029,52001633
100420,420,SAV,10.45,NO ,NO ,NO ,4146664390045450,81904808
200420,420,CHK,8.55,NO ,NO ,NO ,180030951856201,21200339
100421,421,CHK,29,YES,NO ,NO ,4024007121595480,51000017
100338,338,CHK,757,NO ,NO ,NO ,4146 6643 9004 5458,71103619
100339,339,CHK,771,NO ,NO ,NO ,,82000073
100340,340,LN ,779,NO ,NO ,NO ,180030951856201,123103716
100341,341,CHK,832,YES,NO ,NO ,38111111111119,31202084
100342,342,CHK,856,YES,NO ,NO ,3528309518562060,123002011
100343,343,CHK,863,NO ,NO ,NO ,378282246310005,82000073
100344,344,LN ,868,NO ,NO ,NO ,,11200365
100345,345,CHK,480.15,YES,NO ,NO ,6520224090045450,101100045
200345,345,SAV,392.85,YES,NO ,NO ,5169 7990 9185 4334,31202084
100346,346,CHK,903,NO ,NO ,NO ,30111111161229,63000047
100347,347,CHK,907,NO ,NO ,NO ,30310111161029,103000017
100348,348,SAV,1170,YES,NO ,NO ,3400 000000 00009,61000052
100349,349,SAV,1177,YES,NO ,NO ,4146664390045450,11900571
100350,350,SAV,653.95,NO ,NO ,NO ,4146 6643 9004 5458,123002011
200350,350,CHK,535.05,NO ,NO ,NO ,36111111111111,26009593
100351,351,CHK,1590,NO ,NO ,NO ,5580977968891500,125200879
100352,352,LN ,1681,NO ,NO ,NO ,4024007121595480,124101555
100353,353,CHK,1706,NO ,NO ,NO ,5423111111111110,103000017
100354,354,CHK,5518,NO ,NO ,NO ,30011111111119,21200339
100355,355,CHK,3341.25,NO ,NO ,NO ,5383908528354960,73000176
200355,355,SAV,2733.75,NO ,NO ,NO ,5169799091854330,51000017
100356,356,LN ,6174,NO ,NO ,NO ,30210111161229,51000017
100357,357,SAV,6441,YES,NO ,NO ,5383908528354960,125000574
100358,358,SAV,7771,NO ,NO ,NO ,3400-000000-00009,11000138
100359,359,SAV,8689,NO ,NO ,NO ,4024 0071 2159 5481,307070267
100444,444,LN ,536,NO ,NO ,NO ,30210111161229,52001633
100445,445,CHK,462,YES,NO ,NO ,5169799091854330,11200365
200445,445,SAV,378,YES,NO ,NO ,30510011111111,103000017
100446,446,SAV,-99,YES,NO ,NO ,4146-6643-9004-5458,63100277
100447,447,SAV,94,NO ,NO ,YES,4146-6643-9004-5458,111000025
100448,448,SAV,229,YES,NO ,NO ,5169799091854330,123103716
100449,449,SAV,361,YES,NO ,NO ,340000000000009,64000020
100450,450,SAV,0,NO ,YES,NO ,4146 6643 9004 5458,63100277
200450,450,CHK,0,NO ,YES,NO ,4024007121595480,51000017
100451,451,SAV,4,NO ,NO ,NO ,6520224090045450,81904808
100452,452,SAV,6,NO ,NO ,NO ,4024-0071-2159-5481,51000017
100453,453,SAV,52,YES,NO ,NO ,30510011111111,63000047
100454,454,SAV,282,YES,NO ,NO ,4024007121595480,11200608
100455,455,SAV,445.5,NO ,NO ,NO ,5383908528354960,123103716
200455,455,CHK,364.5,NO ,NO ,NO ,30510011111111,113000023
100456,456,SAV,1045,YES,NO ,NO ,4146664390045450,52001633
101081,1081,CHK,12119,YES,YES,YES,6220264390045750,323070380
101082,1082,CHK,63510,NO ,NO ,NO ,3400 000000 00009,51000017
101083,1083,CHK,12174,YES,NO ,NO ,4146 6643 9004 5458,71103619
101084,1084,LN ,37218,YES,NO ,NO ,5383908528354960,51000017
101085,1085,CHK,40.15,YES,NO ,NO ,213130951856200,107000327
201085,1085,SAV,32.85,YES,NO ,NO ,5285696282092970,53904483
101086,1086,CHK,153646,YES,NO ,NO ,5423111111111110,71000505
101087,1087,CHK,20527,YES,NO ,NO ,5169799091854330,113000023
101088,1088,LN ,3931,NO ,YES,NO ,5520111111111120,63100277
101089,1089,CHK,275,NO ,YES,NO ,5580977968891500,11400495
101090,1090,CHK,4063.4,YES,NO ,NO ,5169799091854330,21000322
201090,1090,SAV,3324.6,YES,NO ,NO ,340000000000009,123103716
101091,1091,CHK,32334,YES,NO ,NO ,30510011111111,82000073
101092,1092,LN ,235,NO ,YES,NO ,,123002011
101093,1093,SAV,28791,YES,YES,YES,5169-7990-9185-4334,81000032
101094,1094,SAV,12277,NO ,NO ,NO ,3528309518562060,101100045
101095,1095,SAV,7456.9,NO ,YES,NO ,6520224090045450,21000322
201095,1095,CHK,6101.1,NO ,YES,NO ,180030951856201,124101555
101096,1096,SAV,1012,NO ,YES,YES,30111111161229,51000017
101097,1097,SAV,11609,NO ,YES,NO ,30011111111119,11200608
101098,1098,SAV,26208,YES,NO ,NO ,4146-6643-9004-5458,53000196
101099,1099,SAV,67894,YES,NO ,NO ,36111111111111,323070380
101100,1100,SAV,1919.5,NO ,YES,YES,6011567891012130,11200608
201100,1100,CHK,1570.5,NO ,YES,YES,5169799091854330,51000017
101101,1101,CHK,8829,YES,NO ,NO ,5169-7990-9185-4334,307070267
101102,1102,CHK,60531,YES,NO ,NO ,30510011111111,11000138
101103,1103,CHK,28485,NO ,NO ,NO ,5520111111111120,41001039
101104,1104,LN ,37664,YES,NO ,NO ,5580977968891500,31202084
101105,1105,SAV,5387.25,NO ,YES,NO ,30411111111111,71000505
101021,1021,SAV,37,NO ,YES,YES,3528-3095-1856-2063,123103716
101022,1022,CHK,12267,NO ,YES,NO ,5520111111111120,123002011
101023,1023,CHK,42962,YES,NO ,NO ,6011567891012130,51000017
101024,1024,LN ,10765,YES,NO ,NO ,3528309518562060,113000023
101025,1025,CHK,13452.45,YES,YES,NO ,30011111111119,124101555
201025,1025,SAV,11006.55,YES,YES,NO ,3400 000000 00009,53000196
101026,1026,CHK,4789,YES,NO ,NO ,5383908528354960,307070267
101027,1027,CHK,28180,NO ,NO ,NO ,3400 000000 00009,51000017
101028,1028,LN ,7746,NO ,YES,NO ,30111111161229,11200365
101029,1029,CHK,2028,NO ,NO ,YES,180030951856201,53000196
101030,1030,CHK,1946.45,YES,NO ,NO ,3528-3095-1856-2063,81000032
201030,1030,SAV,1592.55,YES,NO ,NO ,3528309518562060,125200879
101031,1031,CHK,4402,YES,YES,NO ,5580977968891500,81000032
101032,1032,LN ,8169,NO ,NO ,NO ,3400 000000 00009,82000073
101033,1033,CHK,7664,YES,YES,NO ,213130951856200,107000327
101034,1034,SAV,1628,NO ,YES,NO ,180030951856201,11900571
101035,1035,SAV,1559.25,NO ,YES,NO ,5169799091854330,21000322
201035,1035,CHK,1275.75,NO ,YES,NO ,5169-7990-9185-4334,71103619
101036,1036,SAV,3336,NO ,YES,NO ,3528309518562060,111000025
101037,1037,SAV,26297,NO ,NO ,NO ,5462522444922680,41001039
101038,1038,SAV,21739,YES,NO ,NO ,4024 0071 2159 5481,26009593
101039,1039,SAV,2681,YES,NO ,YES,4024 0071 2159 5481,125000574
101040,1040,SAV,24318.25,YES,NO ,NO ,30510011111111,31202084
201040,1040,CHK,19896.75,YES,NO ,NO ,30411111111111,52001633
101041,1041,SAV,31033,YES,NO ,NO ,6011567891012130,125000024
101126,1126,SAV,34469,NO ,NO ,NO ,3400-000000-00009,323070380
101127,1127,SAV,1748,YES,NO ,NO ,6520224090045450,54001204
101128,1128,SAV,6164,NO ,NO ,NO ,180030951856201,103000017
101129,1129,CHK,693,NO ,YES,NO ,5169799091854330,124000737
101130,1130,CHK,6124.8,NO ,NO ,NO ,38111111111119,113000023
201130,1130,SAV,5011.2,NO ,NO ,NO ,,123002011
101131,1131,CHK,1310,NO ,YES,NO ,30111111161229,81000032
101132,1132,LN ,2216,YES,NO ,NO ,30011111111119,73000176
101133,1133,CHK,364,NO ,YES,YES,4146-6643-9004-5458,323070380
101134,1134,CHK,2586,NO ,YES,NO ,213130951856200,61000052
101135,1135,CHK,35686.2,NO ,YES,NO ,5169 7990 9185 4334,111000025
201135,1135,SAV,29197.8,NO ,YES,NO ,,71000505
101136,1136,SAV,3423,NO ,YES,NO ,30510011111111,21200339
101137,1137,SAV,310,NO ,YES,YES,,111000025
101138,1138,SAV,15410,NO ,NO ,NO ,,52001633
101139,1139,SAV,7486,NO ,NO ,NO ,30510011111111,11900571
101140,1140,LN ,22372,YES,NO ,NO ,6220264390045750,63000047
